rewire_id,text,label
kenya2022_english-4731,[USER] [USER] Fish is very cheap in Kisumu.They become very expensive when the seller realizes that you are a very ignorant and arrogant Nairobian.,
kenya2022_english-4732,"[USER] [USER] Kenyan economy was at the level of Malaysia, Singapore and Korea when Kenya got its independence in 1963. The fact that those countries have now reached the first world level while we're making Kenyans beggars prove that we have fake educated. I don't need to prove anything more.",
kenya2022_english-4733,"[USER] Good piece, I support [USER] ,the EU and NATO should be stopped. Its time AFRICA knew the real threat to this World.",
kenya2022_english-4734,[USER] You reason like a rungu man for sure!!!,
kenya2022_english-4735,[USER] If Uhuru meant peace for this country he should bring everybody on board. First he should unite kikuyus the way kibaki did. From there let him bring all the tribes kingpins on the higher table before he leaves the office. Failure to that after August 9 the country won't be United,
kenya2022_english-4736,[USER] This is a real man. Murenik. Unlike you who joined this app as a woman,
kenya2022_english-4737,UDAku minions have always been mobilized & instructed to form multiple Twitter account for bashing opponents & spreading propaganda. These account make them participate in online voting especially on online matters. They get directives & posts from some quotas [USER],
kenya2022_english-4738,"[USER] Whether he talks Kikuyu or in luo, we are against him this time round! Depression itamaliza huyu mzee",
kenya2022_english-4739,[USER] I can believe what you said if you are a foreigner who has no relatives and family in this country.I wish that one day you will look at this tweet and feel sorry for your using your head as a saliva and mucus dispenser.,
kenya2022_english-4740,"[USER] Flew out 80 people last week a trend that's been going on monthly last 3 or so months. It's all good anyway we have no jobs, wait when elections stats come out and more women than men will have voted then the conversation will start huko kwa wadosi",
kenya2022_english-4741,[USER] Let whoever is supporting the #lowerfoodprice ..to ask their mp which side he/she vote on taxes on foodstuffs and energy..waache kutubeba ujinga.Kwanza the Jubilee(UDA)..The niggas voted yes and now they want us to see them as concerned..Wana ufala sana.,
kenya2022_english-4742,[USER] So what ..yu are such an imbecile,
kenya2022_english-4743,[USER] [USER] I pity the kind of a woman you married. Donge irome gi lelo ndi😂🤣🤣😂,
kenya2022_english-4744,[USER] Our beloved refugee is insulting the president again 😂😂😂 life no balance,
kenya2022_english-4745,"[USER] You are a hopeless and petty  woman, you defend the govt as it you are not affected by harsh economy.",
kenya2022_english-4746,"[USER] [USER] [USER] This is propaganda that only brainless UDAKu minions will buy, we know who the dogs are, we know them, the ones who grabbed langata land, Arror and Kimwarer, Langata cemetery, name them",
kenya2022_english-4747,[USER] This tweet is able to attract all kinds of insults from tangawizi,
kenya2022_english-4748,"When and If America sends their sons and daughters to fight and die in Ukraine for defending a 'democracy', they should be told the truth. Ukraine is not a DEMOCRACY. There is no democracy to defend in Ukraine.",
kenya2022_english-4749,[USER] That's because they sold their souls to the Sugoi thief.,
kenya2022_english-4750,[USER] Of course An UDAku blogger will always find fault where it isn't.,
kenya2022_english-4751,"[USER] That's why their women are ""chewed"" by those who contributed the most",
kenya2022_english-4752,[USER] [USER] [USER] You're reasoning just  like a UDA supporter  You deserve to be there...coz you're a big foooool!!,
kenya2022_english-4753,"""Women love dictators"" - The gospel according to St. [USER]",
kenya2022_english-4754,"[USER] [USER] [USER] Sir, am wondering even with [USER] the yudans don't still understand the mechanics of prices in a competitive market order? Sadly, many of them are the very unscrupulous business guys. Sasa ii ndo shida ya kuwa na mix of land surveyors & thieves of land. lol",
kenya2022_english-4755,"[USER] [USER] just like you, I stand with Vladimir Puti. Let him fire his missiles. Ukraine is not more important than Libya.",
kenya2022_english-4756,"[USER] [USER] ,[USER]  zoea kusha baba😂😂😂😂when you talk keep an eye pleasee..This mzee is too old to hold our country 😂 [URL]",
kenya2022_english-4757,"[USER] [USER] By addressing sagana 3 in kikuyu,uhuru proved beyond reasonable doubts that jubilee is a tribal outfit!",
kenya2022_english-4758,[USER] And when did you become a Luhya spokesman?. As mulembe people we are content with Kenya Kwanza. Please stick to Azimio and ask your tribesmen in ODM to behave,
kenya2022_english-4759,[USER] This is the truth.. Dirty woman [URL],
kenya2022_english-4760,"[USER] Was waiting for the Tanga Tanga propagandist to respond on today's political happenings, you have taken too long today,it must have been a tough one for you.But hers you are at last. You will twitt propaganda until the cows come home but your Sugoi thief ataoenea viusasa",
kenya2022_english-4761,"[USER] The Bogonko s,keneis,Yebeis,jumas++++Were also human beings,may their sauls rest in peace#CoalitionOfGangstersTawe",
kenya2022_english-4762,"[USER] [USER] 😎Africa,chief adviser of international wars and politics.We get so excited by it that we fail to understand the underlying factors leading to the wars and the expected pre-determined outcome. We have hunger and poverty to fight as our wars.Add cheap tribal politics.",
kenya2022_english-4763,"[USER] As per your tweet, just coz he deserves Mt Kenya vote, then let them give him those votes. Only problem is that he leads them but not other Kenyans, coz this country isn't a pingpong game for two tribes nkt",
kenya2022_english-4764,"[USER] [USER] I ask myself this question everytime, I doubt his kikuyuness",
kenya2022_english-4765,"[USER] Your politician friends have made agriculture unsustainable by enforcing killer taxes and regulations. It's not easy to make a living on farming and you know that too well!!! Look at the Nyanza/ Western sugar belt, you know the issues there and the 'eaters'!",
kenya2022_english-4766,"[USER] Man Ulichizi bro, you should check in a mental hospital 😸😅😅",
kenya2022_english-4767,"[USER] I live in kitengela and almost 90% of the population are kikuyus,so BABA getting 5 out of 18 is a nice thing to hear,that is almost 28%of the total votes cast and we only that from the ⛰, [USER] you will be shocked",
kenya2022_english-4768,[USER] Confused Mulembians!!,
kenya2022_english-4769,[USER] The mzee who died fighting for nothing,
kenya2022_english-4770,[USER] [USER] This is a KANU life member and distinguished Moi orphan. People of Rift Valley who are in the know have learnt to ignore such characters and to treat them with the contempt they deserve!,
kenya2022_english-4771,[USER] You're not Kikuyu but you still know it is fake,
kenya2022_english-4772,[USER] They are terrorists thats why they are living in oppression. they worship hamas. Israel we kill oll of them,
kenya2022_english-4773,"[USER] Russia versus Ukraine' You come to me with the strength of javelin and spear BUT I COME TO YOU WITH THE NAME OF THE LORD OF HOSTS, THE GOD OF ISRAEL ! ! ! Did you know that Zelensky is a JEW . YOU CAN TAKE THIS TO THE BANK AND GET WHATEVER AMOUNT OF LOAN YOU WANT!UKRAINE WILL WIN",
kenya2022_english-4774,"[USER] If this was a product banned, after the advertisement I would still buy it... What a woman",
kenya2022_english-4775,[USER] I thought you were a serious nigga untill you wanna vie for nairobi or its nairobi of moneyheist??,
kenya2022_english-4776,"[USER] Mhesh, y is this a pain in the a**? U should be busy crafting a winning strategy for ua yellow fever party. Otherwise u r just adding more votes to ua opponents unknowingly",
kenya2022_english-4777,"[USER] Attacking sacred institutions is lack of mannerisms,  ill behaviour and show of backwardness",
kenya2022_english-4778,"[USER] This war or invasion had been brewing for sometime, you wonder why, as security concern African Governments didn't urge their students to leave. Now look",
kenya2022_english-4779,[USER] [USER] [USER] This bimbo with a filthy mouth.....,
kenya2022_english-4780,"[USER] You can’t shout “Racism!” because they didn’t let foreigners in their country without identifying their IDs and planning their next step. It’s the EU on the other side - you can’t just get in! They claim they are students, but they could also be disguised terrorists - who knows?",
kenya2022_english-4781,[USER] It's impossible to send all the links to the news coming from Ukraine. It's also incredible that people would believe anything coming from the Russians right now.,
kenya2022_english-4782,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Akoth stop wasting time arguing with a tribal maniac.,
kenya2022_english-4783,[USER] Defecting from Uda to Uda for the upteenth time.. You'll all go home,
kenya2022_english-4784,"[USER] [USER] [USER] He retreated to Othaya because he couldn't make it in Donholm, it is special because you are in city being elected by diverse people,not like in your home town being elected by your tribesmen.",
kenya2022_english-4785,[USER] What is the govt of Ukraine was to evacuate its 42million natives before touching on a few  thousands of africans? Blacks wangoje adi end of year bas,
kenya2022_english-4786,"[USER] Apparenty, you are one of the harlots thrown around at the ShoeBilee and Chungwa house to get the Covid-19 report before us...🤣🤣🤣",
kenya2022_english-4787,[USER] [USER] Stop such nonsense we know who you are Mr tribalist,
kenya2022_english-4788,[USER] [USER] Islamophobic be like: We support humanity but muslim aren't humans. [URL],
kenya2022_english-4789,[USER] [USER] [USER] United to steal from the kamba people,
kenya2022_english-4790,"[USER] So sad that that once a vibrant a national party has been turned into a tribal outfit. Party leader , secretary, treasurer all kikuyus, the party  nomination certificate with be signed by signatories from one community. Very painful",
kenya2022_english-4791,"[USER] [USER] But they always walk naked with those shukas on their weist, by the way does mandera has a street?",
kenya2022_english-4792,[USER] [USER] He is traitor am even questioning his kikuyuness,
kenya2022_english-4793,"Most people wonder why majority of Luhyas speak swahili and even some people say ""Ndiposa"" is just Luhya-swahili. The thing is, kuna Language barrier huko so people just choose to speak swahili na Kutohoa maneno mengine to facilitate communication. So many subtribes. 😀",
kenya2022_english-4794,"[USER] Hypocrisy. We don't love ourselves. Their is a video, doing rounds, showing African's  being denied entry to a train in Kyiv, Ukraine. Ukrainians are being given priority to board the train. How we keep worshipping them baffles me. [URL]",
kenya2022_english-4795,"[USER] Those pussy NATO countries won't do nothing, the best they can is attacking Serbia in 1999 and even than they didn't do nothing military but put civilians to suffer. I would love to watch on TV ICBMs flaying from Russia all over the world like they watch on TV for last 30yrs",
kenya2022_english-4796,[USER] Let us cure ethnicity. It’s confusing our kids,
kenya2022_english-4797,"[USER] [USER] Yes I know, but it's the same thing Mutai is doing praising political class who are suppressing and overtaxing you but easy to complain about the flags. Who's the fool amongst the two plus you included? Retarded brains all over",
kenya2022_english-4798,"[USER] are you on the table discussing about joining Azimio or its just buy kalonzo get Karua,Jirongo and Moi ,i feel now you are not the woman,/leader i knew, am waiting to see you join the team of constitution mutilators,that will be the end of my respect i had for you.",
kenya2022_english-4799,"[USER] White people are very lucky Africans don't actually ask for revenge but rather equality.This is so wrong in so many ways,but where's the African Union in all this?",
kenya2022_english-4800,"[USER] You are just a stupid mongrel,  the other day in Kericho we saw the same in Eldoret at Mombasa,  but when the love for UDA in the mountains is expressed thats where you draw the line",
kenya2022_english-4801,[USER] Ridiculous! Your concerns are ethnic while ours are national.,
kenya2022_english-4802,"[USER] Daktari, parliament has a lot of very able researchers. The PBO is also one of the best in the region. No one listens to them when waheshimiwas engage in pork barrel spending!",
kenya2022_english-4803,"[USER] [USER] [USER] [USER] [USER] ...Allah has rewarded you for all u wanted from this world we pray for u hear after please stay away from politics ""African politics"" house of shame  Your name is clean don't even let them mention your name  You answering ppl that fake there education qualification",
kenya2022_english-4804,[USER] [USER] Who said because we speak the same dialect..we see eye to eye..this is politics...those Uhuru túkúnías should use their brains for once.,
kenya2022_english-4805,"[USER] We won't board too,Russians are also racists.",
kenya2022_english-4806,"[USER] [USER] [USER] [USER] You are a Luo, you were born to be the Odingas slaves kindly shut up..",
kenya2022_english-4807,"[USER] [USER] Vote , vote , vote my brother on August it is only through the ballot is where your voice will be heard otherwise talking about ending kikuyu kalenjin leadership will be impossible if you don't vote.",
kenya2022_english-4808,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] You deserve a silent loss of life for eating money from the sick malaya hii [USER],
kenya2022_english-4809,[USER] We need a course on how to understand women. 😆,
kenya2022_english-4810,[USER] [USER] [USER] Thief/Mwizi Word is Tired/IMECHOKA! Grow up WHO IS NOT A THIEF IN KENYA? Let's not full ourselves: THEFT OF MAU MAU LAND STARTED IN 1963: British Government granted funds for GOK to buy off the White Owned land. WHO STOLE IT? THE DP WAS BORN IN 1966: Kenyan's are GAULABLE & DUMP!,
kenya2022_english-4811,[USER] Irish Americans weren't considered white for a very long time. They were looked down upon as being almost at the level of the black people.,
kenya2022_english-4812,[USER] Truth without deceit. But at least Russia will have a chance to nuclearize Ukraine again.,
kenya2022_english-4813,[USER] Who are you to speak on behalf of luhyas?are you even a luhya?look at this cockroach.,
kenya2022_english-4814,[USER] Historical puzzle? You are a kikuyu only by name. Seems you are fearful about your house being burned again.,
kenya2022_english-4815,[USER] We used to be told that Luos are brainy because of eating fish. Lies. Never seen a dumbier luo.,
kenya2022_english-4816,"[USER] thank you for calling Uhuru his rightful name, a thief.",
kenya2022_english-4817,"You are a parent, your child is in grade 2, 3, 4 or 5 and someone is threatening to kick out CBC and you are about to vote for him. What happens to your child? Will you take them to std 1 again? Kenyans, we are dumb at times [USER] [USER] [USER]",
kenya2022_english-4818,[USER] [USER] [USER] Same reason they chose to live there during peace time and flee their own shit hole countries.😂,
kenya2022_english-4819,[USER] its people like this that should be sent home. most of these are hinding in campaigns like uda and azimio. to look good the talk ill of the government they have been part of.. shenzi type,
kenya2022_english-4820,[USER] [USER] Fools respond similarly. Do you support the invasion?,
kenya2022_english-4821,"[USER] The Arab countries have been secretly supporting terrorist groups such as Al kaida,Iss&others that have taken war to US& Europe. Iraq&Libya provoked US for a fight but Ukraine is innocent,if ethnic Russians are complaining,the problem, may be, could be Russia like our Somalis.",
kenya2022_english-4822,[USER] This is a perfect illustration of those Africans who use Ukrainian flag on their avi.  They are suffering from Stockholm syndrome and mental slavery. [URL],
kenya2022_english-4823,"[USER] China is taking notes on Russia, Taiwan is terrified. They should be, They’re next.",
kenya2022_english-4824,[USER] [USER] [USER] You are just a kipi who doesn't understand anything,
kenya2022_english-4825,"[USER] Was your presence ever felt?  We expected with the new Injection to revive Jubillee all the VIRUS would scamper, good riddance for what ailed US… Healing begins now!!! You can go infect UDA they need what we have thrown away..",
kenya2022_english-4826,"[USER] Your team has been very disrespectful to a sitting President like has never been seen before. Had you tamed your tongues, you wouldn't have seen this from him. Secondly, if you begin to behave like a bare foot peasant, don't  feel bad if this is spelt to you in no uncertain terms",
kenya2022_english-4827,[USER] [USER] Kojoa ulale..pooh..u can't rest..anyway refugees always behave like you,
kenya2022_english-4828,"If Jimi Wajingi was Somali, he'd be rotting in prison or dead. Just saying! [USER]",
kenya2022_english-4829,[USER] Continue spitting on their Face Mhesh. 🤣🤣,
kenya2022_english-4830,[USER] Lies - whore,
kenya2022_english-4831,[USER] [USER] Now the love for corruption has grown and the we want it to continue 🤣🤣  funny Kenyans,
kenya2022_english-4832,"RT [USER]: Poland says white people can come with no documents, no COVID tests, and you can even bring your dog. But don’t bring Africans…",
kenya2022_english-4833,[USER] Africans being Africans. Always seeking attention even where it isn't due. Nkt!,
kenya2022_english-4834,[USER] Awesome work. Funny enough they share the same coded messages with a patterned crescendo and an innuendo elsewhere thereafter... Typical dweller. Harufu ya arafa zake ungezijua tu. .. hapo sasa!,
kenya2022_english-4835,[USER] You are the blindiest person on earth. Better Kalonzo than you.,
kenya2022_english-4836,"[USER] if you've ever dealt with a mechanic you'd understand what is being said here.   Kenyans are eating themselves.  it's a ""dog a nyam dog"" town. brokers and cartels everywhere hata kwa maji ya kunywa.  there's a general belief that you must exploit or steal to succeed among Kenyans",
kenya2022_english-4837,[USER] [USER] These are just hungry women who have been paid a few shillings by Gachagua . Look at them I doubt whether they are wearing any knickers,
kenya2022_english-4838,[USER] thank you my governor. Keep coconut head away from Mulembe Nation.,
kenya2022_english-4839,"RT [USER]: This life is 100% your responsibility, and the future is shaped by your decisions and actions. No Jew nailed on crossed timber…",
kenya2022_english-4840,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] The main reason. For BBI is to end the election violences every 5yrs. By creating more positions, it accommodates at least many tribes thus ending or reducing the violence. It also creates the office of the opposition leader with a shadow cabinet.     The problem with Kenyans is",
kenya2022_english-4841,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Kenya! It will always remain a colony as long as it exists. But not for long inshaallah.,
kenya2022_english-4842,[USER] [USER] ODM are either afraid of facing reality or at time they love doing anything that will make the old mzee happy... Democracy in ODM will never happen. is this the Kenya we want in general ? Leaders to apply law when it only suits them and do away with it when it doesn't???,
kenya2022_english-4843,"[USER] Leave alone Russia, let's fight for starvation.",
kenya2022_english-4844,"[USER] [USER] It's already here for people with eyes open to see. Who thought there'll come a time a Luo and a Kikuyu, other tribes in tow, could come together to talk about betterment of the future generations? It's only SOME kalenjins who'll be left behind with their tribal leadership.",
kenya2022_english-4845,[USER] [USER] You mean this so called Senior Counsel has been reduced to such low levels?! Kweli ignorance and lack of ethics and morals have no class!,
kenya2022_english-4846,"[USER] A woman in her late 40s like [USER], who doesn't have a husband and is childless, can burn a peaceful village when left loose. [USER], [USER] [USER] please stop this lady before she spurs ethic animosity  #SaganaDeclaration Murathe Nassir #IgnoreSafaricom",
kenya2022_english-4847,Jubilee party is back with a bang. Yellow fever characters have no place to hide. Mt Kenya is getting fixed swiftly. #JubileeNiSisi [URL],
kenya2022_english-4848,"1. Ukraine is not a DEMOCRACY.  2. USA can't claim to be taking actions against Russia to defend 'democracy' in Ukraine, a democracy that doesn't exist.  3. Having US troops next to Russian border is unacceptable to Russia. This is their STRATEGIC Interest and MUST be RESPECTED",
kenya2022_english-4849,[USER] [USER] Pole bro. You don't understand a kikuyu people. The DP will be lucky to get 50 %,
kenya2022_english-4850,RT [USER]: [USER] [USER] It's a shell of a select group of Kikuyus...not all are bad but those protecting dynasties,
kenya2022_english-4851,"[USER] You should have resigned yesterday, are you blind, deaf or both..",
kenya2022_english-4852,"[USER] Jayden's political talent is acting like the average Kikuyu that ""milking the cow with my thara/napier grass"" shit. But his actually a spoilt brat as witnessed in his desparate attempt to cling to power after his term ends",
kenya2022_english-4853,"[USER] [USER] You are trying to sound intelligent,but it seems your brain is deeply lodged inside your anus!",
kenya2022_english-4854,[USER] That's her job she is paid for. Kenyans are just funny.,
kenya2022_english-4855,[USER] Don’t forget they support Israel annexation of Golan heights from Palestine 🇵🇸. Total hypocrites….African leaders are such a**kissers. [URL],
kenya2022_english-4856,[USER] Tribal goon... Shame on you,
kenya2022_english-4857,[USER] Does Putin realise ordinary Ukrainians Russians British an any other people don't want a war ?.guys just a egotistical nut job much like that fat north Korean knobhead,
kenya2022_english-4858,[USER] Take Jimmy to your camp and stop being a village moron...... you're more than a Mongolia,
kenya2022_english-4859,[USER] [USER] I hate white people all of my time. And am on my way to revenge once they step in my country and will get a chance of doing so.😡🚮,
kenya2022_english-4860,[USER] Havi why would you prefer Wanjiru than Sakaja? Nairobi county deserves better. Politics blind people! Your loss of sight came fast.,
kenya2022_english-4861,"[USER] [USER] I also understand why because he looted almost all Nyanza land, they relocated to Coast, trust me I have lived there they speak like them but taking advantage of the real natives... just saying",
kenya2022_english-4862,[USER] You are welcome to defect to Udaku  for the 10th time and we don't care sir. Lootall is ready to welcome you back.,
kenya2022_english-4863,[USER] [USER] you are a woman and you despise 'God the mother'.,
kenya2022_english-4864,[USER] So you are happy Russian soldiers invading and killing innocent civilian in Ukraine.,
kenya2022_english-4865,"RT [USER]: [USER] Anything that America shows interest,should be resisted by Africans😳putin is right",
kenya2022_english-4866,"[USER] [USER] You know nothing about what you're going to do??? Then why go like you're just a blind person. The one who organized the same for should have a detailed job description on what you're about to do there, be smart,  you just can't fly out of country without knowing what you're upto",
kenya2022_english-4867,[USER] Just prepare to denounce your citizenship,
kenya2022_english-4868,[USER] [USER] Why won't be just stop the violence?😂😂 Why kill the Russians?,
kenya2022_english-4869,[USER] you just think like a soy boy,
kenya2022_english-4870,[USER] The fact is that is that NATO is the problem here. Mr. Zelensky is a retard. Plain & simple. Hail Tsar Putin.,
kenya2022_english-4871,[USER] [USER] Just represent yourselves not Kenyans,
kenya2022_english-4872,"[USER] No need,in your whole life have you ever heard of luos meeting to discuss about the political or economic issues bedeviling their community? They are 🐄. As long as they are told to do anything, they'll do!",
kenya2022_english-4873,[USER] I love how Eritrea is blamed for everthing.  We even have Africans scapegoating us.  Sick,
kenya2022_english-4874,"[USER] [USER] [USER] True, but all those generations are now dead and their memories mainly forgotten and derided, now we have Putin, who like Hitler can only remember defeat and humiliation. This us what makes the little kgb man dangerous.",
kenya2022_english-4875,"Although they say it differently, [USER] and [USER] are right to say Kenyans are morally empty. With the looming unemployment, some young who have recently secured casual labour cannot think of anything else other than milking their employer. With the justification",
kenya2022_english-4876,"[USER] You zombie, shut up . You re not African but Canadian.",
kenya2022_english-4877,[USER] Doctored how? You're also a D- slut,
kenya2022_english-4878,[USER] [USER] Fkc racist Eastern Europeans n crocodile tears they screw blacks even in a crisis no shedding my tears for em,
kenya2022_english-4879,[USER] [USER] I agree with you on this blockhead,
kenya2022_english-4880,[USER] The problem with kenyans is that you want the story to be the way you want and not the way it happened ....so here non is really having the true cause of his death ...let's us all say Rest in Peace n God be the judge period,
kenya2022_english-4881,"China rejects calling Russia move 'invasion,' urges citizens in Ukraine to stay home",
kenya2022_english-4882,[USER] [USER] As a Maragoli I understand a mnyore better and hardly would I grasp anything a Bukusu says,
kenya2022_english-4883,"[USER] [USER] [USER] The guy would have hacked the Chinese to death if the money wasn't provided,he made his bed ,so he should lie on it",
kenya2022_english-4884,[USER] Try the  yellow soldiers  of you  think  you  can  manage.,
kenya2022_english-4885,"[USER] My people perish due to lack of knowledge...choose leaders wisely,kenyans have tendency of electing wrong leaders then start complaining,,to me that hashtag is nothing...",
kenya2022_english-4886,"[USER] How can we as [USER] compete with such parties on issues relevant to Mwanainchi?  This [USER] woman & others in her camp who prefer sex holidays, should know the difference between inspiring young men & exciting them.",
kenya2022_english-4887,"[USER] i love how ruto has shocked the old guards by effraction. i hope he succeeds.its the only way to fight and eventually end colonial lineages and their entitlement. its why some do not care about his character.if moi had not done the same to kikuyu home guards, we wld be in the 60s",
kenya2022_english-4888,"[USER] 9th August 2022, that evil smuck will be wiped of his face and he will retire to ichaweri a dejected man to face a slow death like his project manager Moi.",
kenya2022_english-4889,[USER] You're the village bimbo,
kenya2022_english-4890,"RT [USER]: For the BJP, the Muslim is Not Just the Message, It is the Only Message The reason the party's cartoon has evoked horror is…",
kenya2022_english-4891,"[USER] [USER] 🤔🤔 very sad!! How can this man be soo heartless as this?? [USER] ,the kind of person who wants our votes? You don't deserve to be a Kenyan,enda tu Sudan",
kenya2022_english-4892,"[USER] Sagana 3, 4, 5.... 20 they all have 1 thing in common,[USER] memories services . A party is made of wanjiku not suits in fancy hotels and barazas, it used to be a national party saa hii a cattle dip baraza is way better. It's has mutated tribal cult.",
kenya2022_english-4893,"[USER] [USER] Says a by a kipii who cannot stand in front of real men, go get circumcised",
kenya2022_english-4894,[USER] I want to see how long you're going to support UDA..By August you might either go silent or start talking in other tongues 😄,
kenya2022_english-4895,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Utaacha kupayuka, faking sickness, nobody will elect a stupid woman like you, join your fellow hooligans from Nyanza",
kenya2022_english-4896,[USER] Hehe...bring the research work that shows this. Hiyo ni porojo. Kenya is a shit hole my fren.,
kenya2022_english-4897,"[USER] [USER] [USER] Heres is why i have problems with kenyans. Copy pasting things they don't understand. What concerns Russia of the treaties its SOVEREIGN STATE neighbours go into? They are their own countries if you don't want what they are doing you pull out all your association to them, Not War",
kenya2022_english-4898,[USER] Stop defending a thief... u know the 90s bro and the last 9years... you all have made kiuks hate their own... what goes around comes around... and in your generation.,
kenya2022_english-4899,"[USER] [USER] Play your league. Grand Mullah is of a different class.  Take filth out of this wall. [USER] argues with greater minds, not of your type.",
kenya2022_english-4900,[USER] Corrupt blood fucking lawyer. When we count women you top the list,
kenya2022_english-4901,[USER] [USER] Been insulting fellow Kiuks supporting UDA now seeeeee we are nowhere in ZIMIA! Stop fighting your people they are right.,
kenya2022_english-4902,[USER] join Azimio & kill your baby [USER] [USER]!We shall come to eat as you bury!,
kenya2022_english-4903,[USER] Another juda exercise in Futility!,
kenya2022_english-4904,[USER] But you lead one arm of government so you can't complain like a common mwananchi yet you can Influence,
kenya2022_english-4905,"Its true a woman's enemy is a fellow woman. React to her post, why go personal. Anyway hayo niya wamama",
kenya2022_english-4906,"[USER] [USER] Always been powerless. They Invaded Libya, Yemen, Bosnia, Syria, Iraq. Now they are manufacturing global outrage because it white Europe under attack.",
kenya2022_english-4907,"[USER] Its funny how the Intelligent, well accomplished kikuyu elite are in Azimio. The Kikuyu leaders in UDA are riff raff shoddy characters",
kenya2022_english-4908,"[USER] [USER] None denied entry into Poland,but there is an orderly manner,you can't get to the board now and you want to be allowed to cross immediately,yet people have been queing for hours,then claiming you are being discriminated coz of color.afrucans should stop being cry babies.",
kenya2022_english-4909,[USER] If a fart would be a person... It would be you nigga. What hogwash!,
kenya2022_english-4910,[USER] [USER] [USER] Who said I worship brits or americans bt one thing am sure of is they are better off than russians (humanitarianly),
kenya2022_english-4911,[USER] [USER] [USER] Ukrainians actively cooperated with the nazis. Nothing new.,
kenya2022_english-4912,[USER] Kenyans cannot manage anything without looting. Make corruption a death sentence and anyone suspected to have stolen is arrested immediately and assets frozen. Cases should be concluded within 1 month. A corrupt suspect has no right for a lawyer..aende ajieleze pesa iko wapi.,
kenya2022_english-4913,"[USER] [USER] If only the Sagana translation could be done. Am gasping for air on the behalf yudans and their high priests whom lucifer is waiting for at the gates of hades! Hypocrites. Round ii, Uhuru the politician is out - bare nuckles, gloves off.",
kenya2022_english-4914,[USER] [USER] Do you understand the meaning of defense? Man! I think the IQ of some Kenyans is surprisingly low. You can’t defend yourself by invading a sovereign state that’s not provoked you in any way. What kind of “defense” do we call that?,
kenya2022_english-4915,[USER] [USER] [USER] Says a mongoloid that calls himself a professor,
kenya2022_english-4916,[USER] The problem is the state can assassinate Livondo to bring down arap mashamba,
kenya2022_english-4917,"[USER] [USER] When a girl has to go round telling people that she is actually a girl and beautiful, just know that she is not.",
kenya2022_english-4918,"[USER] They not prioritising Ukrainians, they prioritising whites.",
kenya2022_english-4919,"[USER] [USER] [USER] [USER] [USER] [USER] [USER]  you are so desperate, respect your age before talking nonsense! An old shosho with full of lies! Shame on you,",
kenya2022_english-4920,"[USER] [USER] [USER] Dear Africans, in 1994 there was a genocide in Rwanda which claimed 1 million lives. The US & NATO simply pulled out their people & watched from the sidelines because….to those wazungu Africans are subhuman. Please stop wasting energy parroting their propaganda.",
kenya2022_english-4921,"[USER] To sort out this Russia mess, just get the animal sitting on the throne.",
kenya2022_english-4922,"[USER] [USER] [USER] I don't watch much TV lately but I won't miss this one.  GM is keen on securing his bag from WSR at the SCOK.   Prof is getting old & probably wants to quit Buffalo soon. He wants a position in Baba's govt, CS maybe.  Average Kenyan - support is tribal based with zero reward!",
kenya2022_english-4923,[USER] [USER] Israel has continually displaced and forcefully evicted Palestinians from land they occupied for centuries...I still wonder how people of European descent have managed to convince most of the people that they are victims 🤣🤣🤣,
kenya2022_english-4924,[USER] And the egghead is herd trying to yell nonsense. Justice for Bogongo is not a favour.,
kenya2022_english-4925,RT [USER]: Women LOVE dictators.,
kenya2022_english-4926,"[USER] [USER] [USER] [USER] You were fronting Mukhisa Kituyi, what happened? Yaani his dream died just like that😦. What I know with Luhyas, they vote the way they want. Other tribes will always take advantage of our liberalism to benefit. I don't know if it is good or bad thing here",
kenya2022_english-4927,[USER] What you should be celebrating is Russians bombing Americans not innocent Ukrainians who have no defense,
kenya2022_english-4928,[USER] kenyans with access to guns would first loot all malls then consider defending the country,
kenya2022_english-4929,"[USER] This is the equivalent of 2 bullies fist fighting and one pulling a pistol, p*ssy move imo",
kenya2022_english-4930,[USER] True witchcraft is real and that's why the enugu thief has bewitched you until you don't see where the next government  is.,
kenya2022_english-4931,[USER] The thief who was kept by a woman for years is tweeting. The thief who sneaked into someone's bed is tweeting. The idiot whose Father's house was built by a female sponsor is tweeting,
kenya2022_english-4932,[USER] [USER] Kenyans have a memory worse than a warthog. They have forgotten that the price of unga was almost at 200shs in 2017 and Jubilee had to bribe us with a short term subsidy to win them back. So cost of living didn't go up after the handshake in 2018!,
kenya2022_english-4933,"[USER] [USER] [USER] True! But do you know what happened when libya fell? Our black asses were trafficked to Europe, Isis gained ground and we lost Gadaffi who btw wanted a united Africa, as much as there is racism among arabs just look at the losses we got. Back to you Zumbukuku",
kenya2022_english-4934,[USER] Africa needs a nuclear bomb to defend the continent.,
kenya2022_english-4935,"Ukraine should talk to us nicely, we can send [USER] to deliver tones of snakes, Russia won't know what hit them 😂",
kenya2022_english-4936,"[USER] [USER] We know women with unnecessary emotions. Hey,let it be known to you that Satan quoted the Bible.",
